row_id,schedule,split,reliability,reliability_exact,delta_a,z_bayes,z_heuristic,margin,emitted_choice,emitted_correct,non_tie,logit_choice,logit_correct,emitted_logit_disagree
7b4872b5a95d93703530ce0d,3,test,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.25,C2,False,True,C2,False,False
4cd2c2ca41e9dfa909c16419,5,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.5,C2,False,True,C2,False,False
ff0c8e24a312387ab092e40d,8,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-1.0,C2,False,True,C2,False,False
6858234ea0db23819023965c,8,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
5913f471cb1a1d7adcca172e,9,test,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
76093a677bcf2ea6c8ffca9e,9,test,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
cdf2a9825b0b89963ad88ac8,9,test,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
40bd7cfc9da320896de09484,9,test,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
c40e7d629fb4129aa5ecb95e,10,test,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
fae5fdccb96049568d912536,10,test,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
686c51184789a841d66f5a35,11,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,0.0,C2,False,True,TIE,False,True
df6402348cd149deb58b7da4,13,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
26e9552c87ca5e4b99a6c640,13,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
5e534fac490e0017cd12d0d2,13,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-1.0,C2,False,True,C2,False,False
b66a9b57bac779e0cdc9fc33,14,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
51558bc8f10589ede76a5b37,15,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
d3f3d5b56d35b2067dba6a18,15,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
5d90c5b3a910dc94ed37469f,16,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-1.0,C2,False,True,C2,False,False
8c39f61efefa540020f62294,17,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
41dbff6895b4a06210233c33,25,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.25,C2,False,True,C2,False,False
b1bed1f8a067dff04fbd23b5,26,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
38f2817cc286ca056f396a77,26,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
61d5a7fa0ae345a87045baf8,27,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.5,C2,False,True,C2,False,False
aab0a4cdde30c19d34bcf38d,27,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.125,C2,False,True,C2,False,False
83b3072e06efe7e82caf5cf7,28,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.125,C2,False,True,C2,False,False
7d51047b13e91171cf1aa1b9,28,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.25,C2,False,True,C2,False,False
49dd251246daa60d1bc5e18c,29,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
3ded7229e1a569dc9f81b87e,29,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
cfb3b281d2dc9278cc6e0363,30,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.625,C2,False,True,C2,False,False
aa0875c3d418fab77849c439,30,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.875,C2,False,True,C2,False,False
ac9c488a991db9e881cfe6ef,31,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.75,C2,False,True,C2,False,False
3316efea890fbb8058defa6a,32,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
d1f0023aa5415ddbbcd26718,32,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
5baaeeebb66b84888cee974b,32,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
543a3c36bc026381752ce5ea,36,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.875,C2,False,True,C2,False,False
a4e990c0ece0da0349ca924c,36,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.875,C2,False,True,C2,False,False
d65f715d8460d52d21b9be3e,36,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
41b973a52ae73d8c7da9fb46,36,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
11a99b5d192fce78aca020ef,38,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
456fc67dcbf5df6b95cb5523,38,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,0.0,C2,False,True,TIE,False,True
46854a572c3c963347b6efb2,38,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.875,C2,False,True,C2,False,False
771f9ca8340a29212c1bfbc6,41,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.375,C2,False,True,C2,False,False
1c28e08a70e84006d6181a1f,41,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.375,C2,False,True,C2,False,False
7559445cc81392c5d60264d2,42,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
3914ac877c40e98d562e15de,42,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
5328d690e1d5172100c2e1d0,42,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
17e6328a89013976a01da9d4,44,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
af9e18efb6a205c040bcf649,47,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,0.0,C2,False,True,TIE,False,True
0f7e4b266b9180b2fb4e667b,47,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
621413979f7306ea4450f145,47,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
16d77e5d50faa71245da3524,49,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.125,C2,False,True,C2,False,False
218549cdd51d13e34c9eea51,51,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
9bc5f8edd9de60425b83dac4,51,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
3462718aee4ea6174cd40ec3,52,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.625,C2,False,True,C2,False,False
bd7198b3c3672bf1ac6ab758,52,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
bd5acdf22ebea72542706c03,52,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
67dd417a9c49b4a174b8a990,53,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.75,C2,False,True,C2,False,False
0f50508f3452af10f659dcfe,53,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.625,C2,False,True,C2,False,False
c12738f5a837cae19d4b54a4,53,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
3055abd199e9bb9288b80361,53,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
9420b7b7b53eb6692529f5b8,54,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.125,C2,False,True,C2,False,False
ca0964f72af9140b2f8b3b05,56,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.125,C2,False,True,C2,False,False
f47ad12a776c0fab34c4a151,56,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.25,C2,False,True,C2,False,False
5c56662746b7c2b2a45588a8,57,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.5,C2,False,True,C2,False,False
0896411a0f4ed829f4f2ff0b,57,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
ce9feac5b99eaa8a5cac4b37,57,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.375,C2,False,True,C2,False,False
acbe937e1b4a049b686652e0,58,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,0.0,C2,False,True,TIE,False,True
20f1e45d1795a7353eb8e02d,60,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
53f8dd1cb7c2e0dea3a4aff5,61,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
e60931b5419b59dc1dd1dc92,61,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
df8f67147e30bae4e0c6ac48,61,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.25,C2,False,True,C2,False,False
f2a84c4d08099bda3eff0135,61,train,0.55,11/20,1.0,0.20067069546215124,0.20067069546215124,-0.125,C2,False,True,C2,False,False
0fad0a72df9c8d45589eda75,63,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.5,C2,False,True,C2,False,False
c0a88b9fd93d30e96c45314f,63,train,0.55,11/20,2.0,0.4013413909243025,0.4013413909243025,-0.125,C2,False,True,C2,False,False
0795003e0d81608722fdd8e0,0,test,0.65,13/20,2.0,1.238078416812447,1.238078416812447,0.0,C2,False,True,TIE,False,True
82b4369e7eaedf3fb46eb268,3,test,0.65,13/20,2.0,1.238078416812447,1.238078416812447,-0.25,C2,False,True,C2,False,False
998a09b04614989ede7aad05,5,train,0.65,13/20,2.0,1.238078416812447,1.238078416812447,-0.5,C2,False,True,C2,False,False
197ef84bdfe32f0788b974a2,5,train,0.65,13/20,2.0,1.238078416812447,1.238078416812447,0.0,C2,False,True,TIE,False,True
6589e69eaad78be5295b56e0,8,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-1.0,C2,False,True,C2,False,False
54f2d8a0fdf6b8fb88c8e52a,8,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.125,C2,False,True,C2,False,False
fe44fd765e9322117ef6855e,9,test,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
6f028a6dc6bc33b079ea4dbc,9,test,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.5,C2,False,True,C2,False,False
014d511a10d8f6327441f8ef,9,test,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
f5c5bcf42a84b704c378822b,9,test,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
2a56764edc739a235e5af1ce,10,test,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
0b14a2d5ba891cd8264177f7,10,test,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
b9dd1314994d48438fb6514a,12,train,0.65,13/20,2.0,1.238078416812447,1.238078416812447,0.0,C2,False,True,TIE,False,True
401a0ed735789866d509e198,13,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
026ef9c7d3f173e9e60787a5,13,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.375,C2,False,True,C2,False,False
2efc205379b46ec2587cb130,13,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.875,C2,False,True,C2,False,False
1111520c793d13d8a0aac28d,14,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.125,C2,False,True,C2,False,False
318da7451df8ff1102eaaf1f,15,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.5,C2,False,True,C2,False,False
13b40b9f4bac32e4d4dc386a,15,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.5,C2,False,True,C2,False,False
f68433b2866da3fc819c19ff,16,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-1.125,C2,False,True,C2,False,False
8d3d364ae058eb8f67a1c7b1,17,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.25,C2,False,True,C2,False,False
cf3e600dad245daaef23bc60,25,train,0.65,13/20,2.0,1.238078416812447,1.238078416812447,-0.125,C2,False,True,C2,False,False
8d2e093c95e2a1458f060403,26,train,0.65,13/20,1.0,0.6190392084062235,0.6190392084062235,-0.5,C2,False,True,C2,False,False
